student_id,age,gender,region,parent_education,average_grade,absenteeism_rate,assignments_submitted,moodle_hours,forum_posts,satisfaction_score,dropout,gender_encoded,region_encoded,parent_education_encoded,dropout_encoded,cluster
3996,28,Female,Dapaong,Primary,14.01,23.43,46.63,3.62,3,4.5,Yes,0,1,1,1,0
3997,33,Male,Tsevie,Higher,14.13,15.49,81.42,14.73,2,10.0,No,1,6,0,0,2
3998,21,Female,Kara,Higher,12.01,19.7,93.15,12.83,1,9.8,No,0,2,0,0,0
3999,25,Female,Dapaong,Primary,6.52,14.09,45.04,0.45,5,5.3,No,0,1,1,0,3
4000,23,Female,Tsevie,Higher,17.14,16.3,41.73,0.93,1,5.0,No,0,6,0,0,0
4001,20,Male,Lome,,11.36,6.13,59.99,10.39,0,6.3,No,1,3,3,0,1
4002,29,Male,Kara,Primary,20.13,13.47,87.4,3.22,1,7.0,Yes,1,2,1,1,1
4003,29,Female,Kara,Secondary,13.96,10.8,83.04,0.96,4,3.4,Yes,0,2,2,1,3
4004,26,Male,Sokode,Higher,11.37,7.94,89.33,5.34,4,2.5,Yes,1,5,0,1,2
4005,34,Male,Atakpame,Secondary,13.34,16.35,63.85,21.0,2,8.4,No,1,0,2,0,1
4006,33,Male,Sokode,Secondary,5.94,18.63,99.63,4.56,2,4.2,Yes,1,5,2,1,1
4007,29,Female,Lome,Secondary,15.08,17.51,61.97,11.9,3,1.4,Yes,0,3,2,1,3
4008,33,Male,Tsevie,Higher,19.7,13.98,88.32,23.08,3,8.7,Yes,1,6,0,1,2
4009,20,Male,Kara,Secondary,5.73,19.11,61.05,1.86,2,7.6,Yes,1,2,2,1,1
4010,17,Male,Kara,Primary,11.14,17.42,53.11,9.41,3,7.5,No,1,2,1,0,2
4011,17,Female,Notse,Primary,11.68,15.98,60.2,23.82,2,6.9,No,0,4,1,0,0
4012,31,Male,Dapaong,,14.63,16.66,51.56,2.15,2,4.7,Yes,1,1,3,1,1
4013,29,Male,Atakpame,Secondary,18.32,26.83,47.75,44.84,6,9.0,No,1,0,2,0,1
4014,33,Female,Atakpame,Primary,13.15,2.95,61.84,4.54,6,4.3,No,0,0,1,0,3
4015,24,Male,Dapaong,Primary,18.43,11.81,48.81,2.45,1,3.4,Yes,1,1,1,1,2
4016,34,Male,Lome,Higher,12.51,18.38,70.14,18.19,2,5.9,No,1,3,0,0,2
4017,29,Male,Atakpame,Primary,13.35,0.0,42.12,6.31,8,5.2,No,1,0,1,0,2
4018,30,Female,Kara,Secondary,12.98,28.83,65.88,11.11,2,1.3,Yes,0,2,2,1,0
4019,24,Female,Lome,Primary,15.66,17.55,97.48,6.73,2,3.6,No,0,3,1,0,0
4020,24,Male,Sokode,,10.73,24.57,61.53,10.31,2,4.4,Yes,1,5,3,1,1
4021,31,Male,Sokode,Primary,14.45,26.2,48.26,0.36,3,8.1,No,1,5,1,0,1
4022,29,Male,Lome,Secondary,8.31,19.12,58.31,4.31,1,4.6,Yes,1,3,2,1,1
4023,23,Male,Kara,Higher,11.15,0.0,87.48,10.71,7,9.5,No,1,2,0,0,2
4024,21,Male,Notse,Primary,10.09,16.48,58.82,4.32,5,7.7,No,1,4,1,0,2
4025,33,Male,Sokode,Primary,12.26,17.12,63.01,14.95,3,8.4,No,1,5,1,0,1
4026,32,Female,Tsevie,Secondary,11.05,4.13,87.33,32.41,3,9.0,No,0,6,2,0,3
4027,18,Male,Kara,Secondary,15.4,0.0,55.63,0.38,4,2.8,No,1,2,2,0,2
4028,34,Male,Dapaong,Secondary,9.36,19.62,68.7,19.33,4,8.2,Yes,1,1,2,1,1
4029,33,Male,Atakpame,Higher,6.81,2.51,43.79,1.85,2,2.7,Yes,1,0,0,1,2
4030,23,Female,Notse,Secondary,7.93,35.61,50.44,24.93,4,5.9,Yes,0,4,2,1,0
4031,29,Male,Notse,Secondary,14.98,17.63,52.57,29.34,2,3.8,Yes,1,4,2,1,1
4032,34,Female,Lome,Higher,9.09,28.52,67.81,8.42,2,5.5,Yes,0,3,0,1,0
4033,30,Male,Atakpame,Secondary,13.19,15.31,89.26,6.52,4,2.9,Yes,1,0,2,1,1
4034,34,Male,Dapaong,Primary,11.12,22.52,61.27,14.21,2,9.7,No,1,1,1,0,1
4035,29,Male,Sokode,Primary,14.47,15.53,62.83,25.01,3,7.0,No,1,5,1,0,1
4036,27,Male,Notse,Primary,11.31,25.06,58.06,2.65,3,3.3,Yes,1,4,1,1,1
4037,32,Male,Tsevie,Primary,20.29,0.0,59.23,4.82,2,3.1,No,1,6,1,0,2
4038,33,Male,Kara,Primary,17.69,23.88,64.21,5.4,0,2.4,Yes,1,2,1,1,1
4039,24,Female,Notse,,11.05,21.69,93.96,18.7,4,8.0,No,0,4,3,0,3
4040,31,Male,Notse,Higher,10.64,13.46,41.46,1.47,2,5.3,No,1,4,0,0,2
4041,25,Male,Kara,Higher,21.4,10.91,77.48,9.76,3,9.0,No,1,2,0,0,2
4042,26,Male,Dapaong,Secondary,8.76,12.01,93.26,4.32,1,1.0,Yes,1,1,2,1,1
4043,28,Female,Lome,Higher,11.83,17.83,65.02,21.67,4,5.5,Yes,0,3,0,1,0
4044,17,Male,Notse,Primary,12.07,27.14,79.05,4.15,3,5.4,No,1,4,1,0,1
4045,25,Female,Notse,Higher,11.99,9.66,75.14,38.14,4,9.8,No,0,4,0,0,0
4046,31,Male,Atakpame,Secondary,6.78,0.0,60.32,0.16,4,7.5,No,1,0,2,0,1
4047,17,Male,Tsevie,,13.49,39.85,48.25,2.74,1,5.9,No,1,6,3,0,1
4048,28,Female,Sokode,Primary,9.09,21.72,53.18,6.11,2,6.2,Yes,0,5,1,1,0
4049,19,Female,Lome,Primary,16.31,11.09,43.45,2.96,2,7.3,No,0,3,1,0,3
4050,27,Male,Tsevie,,7.63,26.89,85.88,13.37,2,9.3,Yes,1,6,3,1,1
4051,18,Female,Tsevie,Primary,12.18,24.34,71.97,16.85,3,1.6,No,0,6,1,0,0
4052,32,Female,Dapaong,,5.35,19.92,87.14,11.96,2,1.6,Yes,0,1,3,1,3
4053,25,Male,Dapaong,Primary,5.54,10.23,57.41,35.2,5,2.8,Yes,1,1,1,1,2
4054,31,Male,Kara,Primary,9.48,21.67,88.28,6.09,3,5.0,Yes,1,2,1,1,1
4055,28,Male,Sokode,Higher,9.91,25.9,58.55,39.01,4,4.1,Yes,1,5,0,1,0
4056,17,Female,Lome,Primary,16.4,0.0,47.28,1.33,3,1.5,Yes,0,3,1,1,3
4057,29,Male,Kara,Primary,11.88,17.24,72.03,18.7,4,6.4,No,1,2,1,0,1
4058,30,Male,Notse,Secondary,15.88,17.98,96.72,0.39,4,8.6,No,1,4,2,0,1
4059,24,Female,Sokode,Higher,10.86,17.66,64.86,7.59,2,1.5,Yes,0,5,0,1,0
4060,24,Female,Atakpame,Primary,13.82,15.46,70.92,6.63,2,5.7,No,0,0,1,0,3
4061,28,Male,Atakpame,Higher,9.82,26.86,67.08,19.4,3,9.8,Yes,1,0,0,1,2
4062,17,Female,Kara,Primary,9.62,12.89,67.45,12.06,3,1.5,Yes,0,2,1,1,3
4063,27,Female,Lome,Primary,6.54,14.97,52.86,5.82,3,3.6,Yes,0,3,1,1,3
4064,24,Female,Sokode,Primary,13.01,18.16,65.35,22.6,2,5.0,No,0,5,1,0,0
4065,26,Male,Atakpame,Secondary,12.79,13.22,69.81,21.7,1,2.6,Yes,1,0,2,1,1
4066,27,Male,Atakpame,Primary,14.33,1.14,84.69,0.25,1,6.0,No,1,0,1,0,2
4067,23,Male,Lome,Secondary,12.64,17.14,48.39,20.48,2,8.7,No,1,3,2,0,1
4068,27,Female,Kara,Primary,18.08,17.25,74.3,7.48,2,4.3,No,0,2,1,0,0
4069,33,Male,Dapaong,Secondary,12.53,11.35,79.73,18.26,2,1.1,Yes,1,1,2,1,1
4070,17,Male,Notse,Primary,14.98,13.68,62.97,2.0,1,6.5,No,1,4,1,0,2
4071,24,Female,Tsevie,Secondary,11.03,0.0,72.95,1.64,5,8.9,No,0,6,2,0,3
4072,22,Female,Notse,Secondary,9.27,27.08,82.64,12.81,2,8.1,Yes,0,4,2,1,0
4073,34,Male,Sokode,Secondary,14.15,24.01,67.91,3.22,2,6.9,No,1,5,2,0,1
4074,22,Female,Atakpame,Primary,11.73,1.62,60.0,8.18,5,8.0,No,0,0,1,0,3
4075,21,Male,Tsevie,Higher,14.5,8.25,89.48,11.67,2,3.9,No,1,6,0,0,2
4076,29,Male,Tsevie,Secondary,13.06,29.49,99.33,9.43,4,5.4,Yes,1,6,2,1,1
4077,24,Male,Dapaong,Primary,9.62,3.45,53.0,12.01,1,4.5,Yes,1,1,1,1,2
4078,25,Female,Tsevie,Higher,15.22,19.78,93.36,9.69,3,1.4,No,0,6,0,0,0
4079,33,Female,Lome,Secondary,9.39,10.08,72.73,4.77,4,3.2,Yes,0,3,2,1,3
4080,19,Male,Kara,Secondary,13.88,19.1,66.88,0.95,2,5.5,No,1,2,2,0,1
4081,27,Male,Sokode,Primary,15.84,15.5,93.59,19.33,0,6.8,No,1,5,1,0,1
4082,33,Male,Lome,Secondary,10.85,12.17,94.62,18.71,8,1.2,Yes,1,3,2,1,1
4083,18,Male,Kara,Primary,15.47,18.89,56.36,0.06,3,9.3,No,1,2,1,0,2
4084,24,Female,Lome,Secondary,13.19,10.07,61.5,18.38,4,6.4,No,0,3,2,0,3
4085,23,Male,Atakpame,Secondary,14.56,0.0,91.12,1.64,1,8.5,No,1,0,2,0,1
4086,33,Male,Atakpame,Secondary,9.49,5.72,69.45,4.05,6,2.7,No,1,0,2,0,1
4087,22,Female,Dapaong,Primary,12.64,4.52,57.28,5.33,7,6.6,No,0,1,1,0,3
4088,22,Male,Lome,Higher,7.78,0.0,97.73,11.38,4,1.7,Yes,1,3,0,1,2
4089,18,Male,Notse,Primary,17.13,18.69,53.02,0.97,4,5.1,No,1,4,1,0,2
4090,22,Male,Tsevie,Secondary,5.96,13.27,76.62,17.52,2,7.3,Yes,1,6,2,1,1
4091,21,Male,Atakpame,Secondary,10.94,18.54,65.67,28.6,6,7.0,No,1,0,2,0,1
4092,20,Male,Kara,Secondary,9.2,20.21,67.08,30.51,7,3.1,Yes,1,2,2,1,1
4093,33,Female,Dapaong,Primary,14.02,22.56,46.36,0.96,4,2.0,Yes,0,1,1,1,0
4094,27,Female,Tsevie,Primary,17.77,19.07,55.43,25.18,4,4.2,Yes,0,6,1,1,0
4095,20,Female,Sokode,Primary,13.96,5.2,50.02,8.39,3,6.5,No,0,5,1,0,3
4096,29,Female,Lome,Secondary,20.88,20.8,84.98,12.98,4,1.8,No,0,3,2,0,0
4097,33,Male,Notse,Primary,7.87,17.22,81.86,26.68,5,8.5,Yes,1,4,1,1,1
4098,25,Female,Atakpame,Secondary,8.1,36.9,87.65,10.82,5,5.5,Yes,0,0,2,1,0
4099,20,Female,Notse,Secondary,9.32,15.08,81.96,6.1,4,8.7,No,0,4,2,0,3
4100,30,Female,Tsevie,Primary,12.36,18.83,47.72,7.45,3,6.8,No,0,6,1,0,0
4101,19,Female,Kara,Primary,8.92,14.05,98.72,11.54,6,9.8,No,0,2,1,0,0
4102,30,Female,Lome,Primary,9.75,15.49,51.31,28.95,2,5.4,No,0,3,1,0,0
4103,24,Female,Notse,Primary,13.86,14.81,61.03,22.06,2,7.5,No,0,4,1,0,0
4104,17,Female,Kara,Secondary,8.28,10.65,82.41,8.61,3,5.4,Yes,0,2,2,1,3
4105,26,Female,Dapaong,Secondary,8.6,16.77,48.43,2.37,0,2.5,Yes,0,1,2,1,3
4106,34,Male,Atakpame,Secondary,10.8,21.22,50.23,4.26,4,1.8,Yes,1,0,2,1,1
4107,32,Female,Atakpame,Primary,11.09,10.8,92.59,4.49,0,3.1,No,0,0,1,0,3
4108,24,Male,Dapaong,Higher,15.03,23.36,59.92,3.41,5,6.2,No,1,1,0,0,2
4109,17,Female,Kara,Primary,9.3,22.14,79.94,13.73,5,8.5,Yes,0,2,1,1,0
4110,28,Female,Notse,Primary,9.84,6.2,91.52,18.08,6,2.3,Yes,0,4,1,1,3
4111,24,Female,Lome,Secondary,13.75,5.36,98.39,3.85,3,9.3,No,0,3,2,0,3
4112,32,Male,Kara,Higher,14.4,19.48,52.62,18.72,4,5.3,No,1,2,0,0,2
4113,34,Male,Lome,Primary,16.29,9.12,47.38,13.26,1,5.5,No,1,3,1,0,1
4114,20,Female,Tsevie,Secondary,13.41,4.54,84.44,5.82,1,1.3,Yes,0,6,2,1,3
4115,22,Male,Dapaong,Higher,12.39,32.17,51.29,12.0,5,9.7,Yes,1,1,0,1,0
4116,28,Female,Sokode,Secondary,13.73,5.34,74.81,14.67,2,1.5,Yes,0,5,2,1,3
4117,25,Male,Lome,,11.2,0.0,71.96,8.23,3,3.6,Yes,1,3,3,1,1
4118,31,Male,Atakpame,Higher,11.18,7.16,73.6,5.85,4,6.7,No,1,0,0,0,2
4119,32,Male,Tsevie,Secondary,6.68,17.32,78.99,1.07,4,6.8,Yes,1,6,2,1,1
4120,28,Female,Atakpame,Secondary,14.68,15.74,91.05,0.01,0,4.9,Yes,0,0,2,1,3
4121,30,Male,Tsevie,Secondary,12.63,33.87,56.31,27.69,3,8.8,Yes,1,6,2,1,1
4122,29,Male,Atakpame,Higher,14.33,7.32,73.31,3.11,0,4.0,Yes,1,0,0,1,2
4123,18,Female,Kara,Secondary,3.55,17.36,60.2,10.88,3,2.4,Yes,0,2,2,1,3
4124,19,Male,Notse,,11.86,26.28,59.12,28.71,4,1.4,Yes,1,4,3,1,1
4125,26,Female,Kara,Secondary,9.43,8.41,41.23,17.05,5,2.2,Yes,0,2,2,1,3
4126,25,Female,Kara,,16.5,22.04,75.96,1.31,1,9.6,No,0,2,3,0,3
4127,24,Male,Notse,Primary,13.84,0.0,98.35,16.19,3,3.8,Yes,1,4,1,1,2
4128,26,Female,Tsevie,Secondary,12.7,32.59,85.68,12.96,2,6.9,Yes,0,6,2,1,0
4129,19,Male,Tsevie,Primary,10.7,24.95,54.57,4.0,3,9.7,No,1,6,1,0,1
4130,21,Male,Notse,Secondary,13.19,8.19,82.97,11.7,5,9.0,No,1,4,2,0,1
4131,19,Female,Atakpame,Higher,9.22,23.3,57.84,17.48,3,5.5,No,0,0,0,0,0
4132,32,Male,Lome,Secondary,11.7,28.13,85.22,3.44,2,1.8,No,1,3,2,0,1
4133,33,Male,Tsevie,Higher,10.26,2.11,91.3,20.33,3,7.5,No,1,6,0,0,2
4134,31,Female,Atakpame,,18.8,9.0,60.06,0.82,1,2.2,Yes,0,0,3,1,3
4135,19,Female,Lome,Higher,16.41,28.46,40.13,7.5,3,2.3,Yes,0,3,0,1,0
4136,28,Male,Notse,Higher,15.19,15.67,58.3,2.66,4,8.9,No,1,4,0,0,2
4137,25,Female,Kara,Primary,7.53,19.36,52.35,13.02,1,7.0,Yes,0,2,1,1,0
4138,28,Female,Tsevie,Primary,14.59,15.7,77.12,1.92,3,9.4,No,0,6,1,0,0
4139,31,Female,Sokode,Primary,12.56,23.91,57.4,4.18,2,9.6,No,0,5,1,0,0
4140,18,Female,Kara,Higher,15.67,20.13,42.16,1.36,3,5.1,Yes,0,2,0,1,0
4141,34,Male,Dapaong,Higher,12.97,16.06,71.88,16.71,1,7.0,No,1,1,0,0,2
4142,28,Male,Lome,Primary,11.98,0.0,92.48,1.42,2,6.9,No,1,3,1,0,2
4143,20,Female,Sokode,Secondary,12.7,21.4,67.08,12.84,1,2.0,Yes,0,5,2,1,3
4144,32,Male,Kara,Primary,6.58,22.29,62.58,12.28,3,6.6,Yes,1,2,1,1,1
4145,32,Female,Tsevie,Secondary,9.7,2.6,50.71,1.54,2,2.0,No,0,6,2,0,3
4146,17,Female,Sokode,Higher,13.12,3.28,63.24,8.35,2,8.7,No,0,5,0,0,2
4147,18,Male,Atakpame,Primary,15.42,20.18,59.86,6.87,4,9.4,No,1,0,1,0,2
4148,19,Male,Lome,Higher,10.35,16.94,99.7,9.03,1,4.5,Yes,1,3,0,1,2
4149,33,Male,Dapaong,Higher,11.88,0.0,41.83,27.68,4,7.2,No,1,1,0,0,2
4150,17,Male,Atakpame,Higher,7.2,6.78,54.33,0.84,4,7.3,Yes,1,0,0,1,2
4151,22,Female,Sokode,Primary,16.38,18.14,44.12,17.18,1,1.5,Yes,0,5,1,1,0
4152,31,Female,Kara,Primary,15.34,21.77,91.45,19.81,1,2.5,Yes,0,2,1,1,0
4153,30,Male,Lome,,13.96,9.16,65.04,1.35,1,9.0,No,1,3,3,0,1
4154,31,Female,Tsevie,Secondary,13.22,13.53,87.78,10.67,6,2.8,Yes,0,6,2,1,3
4155,30,Male,Dapaong,Secondary,16.66,6.21,81.53,12.11,3,7.8,No,1,1,2,0,1
4156,21,Male,Kara,Primary,9.58,28.24,95.68,7.96,3,6.3,No,1,2,1,0,1
4157,22,Male,Dapaong,Secondary,9.26,16.75,41.43,6.99,3,7.4,Yes,1,1,2,1,1
4158,33,Female,Tsevie,Primary,15.18,8.32,52.44,3.82,1,2.3,Yes,0,6,1,1,3
4159,27,Female,Notse,Primary,14.98,3.44,82.12,11.68,2,8.2,Yes,0,4,1,1,3
4160,32,Male,Lome,Secondary,8.42,2.33,75.11,3.36,3,4.3,Yes,1,3,2,1,1
4161,28,Male,Sokode,,10.41,33.12,81.68,6.16,1,9.9,No,1,5,3,0,1
4162,31,Male,Dapaong,Primary,17.07,13.26,74.53,19.47,3,4.9,No,1,1,1,0,1
4163,20,Male,Lome,Primary,13.24,11.0,74.86,0.94,2,3.9,Yes,1,3,1,1,2
4164,34,Female,Dapaong,Higher,14.36,12.87,95.95,7.52,3,2.3,No,0,1,0,0,0
4165,19,Female,Kara,Secondary,8.52,8.7,95.28,6.66,5,1.6,No,0,2,2,0,3
4166,24,Male,Dapaong,Secondary,13.97,13.93,42.28,4.76,4,8.9,No,1,1,2,0,1
4167,19,Male,Notse,Secondary,7.74,15.35,64.82,9.1,3,2.1,Yes,1,4,2,1,1
4168,24,Female,Kara,Secondary,6.06,15.15,70.63,0.16,4,8.9,Yes,0,2,2,1,3
4169,34,Male,Kara,Primary,14.18,2.37,61.47,6.78,1,6.0,No,1,2,1,0,2
4170,26,Female,Lome,Secondary,16.3,23.92,42.97,6.65,6,7.0,Yes,0,3,2,1,0
4171,33,Female,Atakpame,Secondary,11.24,9.47,68.34,7.26,5,8.3,No,0,0,2,0,3
4172,24,Male,Tsevie,Secondary,10.36,8.41,98.54,2.39,1,5.9,No,1,6,2,0,1
4173,27,Female,Dapaong,Secondary,17.13,7.96,44.33,2.33,2,5.4,No,0,1,2,0,3
4174,21,Female,Sokode,Secondary,11.42,4.48,89.0,10.42,3,8.0,No,0,5,2,0,3
4175,29,Female,Kara,Primary,11.8,17.68,51.74,0.97,4,4.7,Yes,0,2,1,1,0
4176,21,Female,Atakpame,Higher,17.08,23.95,74.61,3.65,2,1.7,No,0,0,0,0,0
4177,29,Male,Kara,Primary,10.94,7.77,63.22,17.77,2,6.7,No,1,2,1,0,2
4178,22,Female,Atakpame,Higher,10.04,0.0,60.94,1.1,0,1.3,Yes,0,0,0,1,2
4179,21,Female,Atakpame,Primary,14.45,4.73,92.22,6.31,2,6.4,Yes,0,0,1,1,3
4180,25,Female,Sokode,Primary,9.86,10.52,98.41,11.05,2,5.6,Yes,0,5,1,1,3
4181,32,Male,Atakpame,Secondary,11.57,2.69,63.2,1.53,2,3.7,No,1,0,2,0,1
4182,18,Male,Sokode,Primary,8.04,9.01,78.43,3.75,3,4.1,Yes,1,5,1,1,2
4183,17,Male,Lome,Higher,12.56,9.48,73.38,8.18,2,5.1,No,1,3,0,0,2
4184,24,Female,Kara,Secondary,12.2,14.85,44.62,3.96,5,5.4,No,0,2,2,0,3
4185,27,Male,Sokode,Secondary,14.9,0.45,42.47,1.16,4,4.8,Yes,1,5,2,1,1
4186,28,Male,Tsevie,Primary,14.57,20.8,86.4,2.64,3,4.5,No,1,6,1,0,1
4187,28,Male,Notse,Primary,13.65,31.61,63.67,1.16,3,3.9,Yes,1,4,1,1,1
4188,23,Female,Kara,Primary,13.18,29.29,58.45,41.08,3,6.8,No,0,2,1,0,0
4189,29,Male,Notse,Secondary,11.78,9.16,99.13,2.69,5,4.7,Yes,1,4,2,1,1
4190,24,Male,Tsevie,Secondary,13.83,21.69,45.11,7.56,3,3.9,Yes,1,6,2,1,1
4191,25,Male,Dapaong,Secondary,8.66,20.5,56.14,5.6,3,9.1,Yes,1,1,2,1,1
4192,23,Female,Tsevie,Higher,4.95,14.56,91.41,8.43,1,2.6,Yes,0,6,0,1,2
4193,31,Female,Lome,Secondary,15.49,16.77,64.9,6.89,2,2.3,No,0,3,2,0,3
4194,18,Male,Dapaong,Higher,14.02,21.83,75.05,12.99,2,8.0,No,1,1,0,0,2
4195,28,Male,Dapaong,Primary,11.62,23.83,42.9,20.64,4,2.0,No,1,1,1,0,1
4196,17,Male,Atakpame,,15.22,6.88,95.22,3.36,4,3.4,Yes,1,0,3,1,1
4197,24,Female,Tsevie,Primary,9.81,22.48,48.22,2.03,0,4.2,No,0,6,1,0,0
4198,21,Female,Atakpame,Primary,9.88,31.66,52.8,41.57,3,3.6,Yes,0,0,1,1,0
4199,31,Male,Tsevie,Secondary,9.47,23.82,49.41,20.1,2,7.6,Yes,1,6,2,1,1
4200,17,Female,Dapaong,Secondary,13.7,30.36,69.85,4.52,1,2.8,Yes,0,1,2,1,3
4201,17,Male,Atakpame,Secondary,7.25,0.0,89.01,22.52,3,7.2,Yes,1,0,2,1,1
4202,26,Female,Notse,Secondary,9.7,20.96,56.02,11.1,3,3.6,Yes,0,4,2,1,3
4203,26,Male,Kara,Higher,12.87,17.64,48.54,5.75,6,8.7,No,1,2,0,0,2
4204,31,Female,Tsevie,Higher,8.39,25.27,64.6,20.67,2,8.9,Yes,0,6,0,1,0
4205,33,Male,Tsevie,Primary,10.02,3.74,98.9,11.25,6,3.5,Yes,1,6,1,1,2
4206,22,Female,Atakpame,Primary,5.37,9.94,40.66,17.51,2,6.4,No,0,0,1,0,3
4207,19,Male,Tsevie,Primary,13.82,24.01,70.24,5.41,1,8.3,No,1,6,1,0,1
4208,29,Male,Dapaong,Primary,9.94,4.4,80.16,16.03,2,1.7,Yes,1,1,1,1,2
4209,32,Male,Atakpame,Secondary,8.7,17.42,88.4,4.57,2,6.1,Yes,1,0,2,1,1
4210,24,Male,Atakpame,Secondary,8.11,14.83,84.77,13.28,3,9.8,Yes,1,0,2,1,1
4211,31,Female,Sokode,Primary,10.75,13.04,44.47,5.72,4,4.3,No,0,5,1,0,0
4212,33,Male,Notse,Secondary,7.26,20.73,67.71,5.2,5,7.6,Yes,1,4,2,1,1
4213,33,Female,Notse,Secondary,17.83,3.84,44.72,15.93,8,8.2,Yes,0,4,2,1,3
4214,29,Female,Sokode,,4.85,7.2,77.19,1.34,3,7.7,Yes,0,5,3,1,3
4215,33,Male,Dapaong,Primary,10.65,13.61,44.62,26.34,3,9.5,No,1,1,1,0,1
4216,22,Male,Kara,Higher,12.32,2.99,42.9,7.11,5,7.9,No,1,2,0,0,2
4217,33,Male,Tsevie,Secondary,9.67,27.31,58.36,10.11,4,9.4,Yes,1,6,2,1,1
4218,32,Male,Lome,Primary,12.64,7.01,96.33,5.2,2,3.1,No,1,3,1,0,2
4219,30,Female,Tsevie,Primary,9.6,22.86,82.6,10.38,3,6.3,No,0,6,1,0,0
4220,29,Female,Lome,Primary,16.59,6.24,40.24,12.37,2,4.4,Yes,0,3,1,1,3
4221,22,Female,Notse,,8.64,22.04,57.08,20.29,1,7.5,Yes,0,4,3,1,3
4222,19,Female,Dapaong,Higher,4.95,0.0,41.05,19.27,4,2.4,No,0,1,0,0,2
4223,30,Male,Kara,,8.1,29.09,57.66,4.43,3,2.6,Yes,1,2,3,1,1
4224,30,Female,Kara,Primary,13.16,26.35,81.13,9.57,3,2.2,Yes,0,2,1,1,0
4225,31,Male,Kara,,11.65,9.47,85.59,15.17,3,3.4,Yes,1,2,3,1,1
4226,24,Male,Sokode,Secondary,14.26,6.74,88.25,14.48,1,2.7,Yes,1,5,2,1,1
4227,31,Female,Dapaong,,13.51,19.58,94.6,22.16,3,8.0,No,0,1,3,0,3
4228,29,Female,Lome,Primary,10.09,0.0,61.95,17.83,1,6.3,No,0,3,1,0,3
4229,33,Female,Kara,Secondary,10.53,15.35,91.76,12.65,6,4.3,Yes,0,2,2,1,3
4230,19,Female,Dapaong,Secondary,10.84,6.92,83.66,13.82,2,2.8,Yes,0,1,2,1,3
4231,22,Female,Tsevie,Primary,17.65,12.46,72.27,16.47,2,8.2,No,0,6,1,0,0
4232,21,Female,Lome,Primary,14.07,8.56,97.28,18.19,4,8.9,No,0,3,1,0,0
4233,33,Male,Notse,Secondary,17.68,7.02,96.86,4.35,5,8.7,No,1,4,2,0,1
4234,18,Male,Sokode,Higher,14.52,32.05,93.86,15.22,1,9.3,Yes,1,5,0,1,0
4235,31,Male,Atakpame,Primary,11.81,22.81,52.13,29.8,6,8.3,Yes,1,0,1,1,1
4236,21,Female,Lome,,8.94,0.2,52.47,2.65,3,6.7,Yes,0,3,3,1,3
4237,22,Male,Notse,,12.6,6.24,94.06,0.49,2,4.9,No,1,4,3,0,1
4238,22,Male,Notse,Secondary,11.82,23.57,63.87,0.75,5,3.6,Yes,1,4,2,1,1
4239,34,Male,Notse,Secondary,11.72,24.69,87.85,2.44,4,1.1,No,1,4,2,0,1
4240,34,Male,Tsevie,Secondary,11.37,1.15,81.22,25.23,4,8.5,No,1,6,2,0,1
4241,20,Male,Lome,Secondary,5.84,21.99,85.74,1.36,3,4.9,Yes,1,3,2,1,1
4242,33,Male,Lome,Higher,15.78,17.65,41.58,13.77,2,8.8,Yes,1,3,0,1,2
4243,30,Female,Atakpame,Higher,11.85,0.0,65.8,20.18,4,3.9,Yes,0,0,0,1,2
4244,30,Female,Kara,Secondary,7.76,10.97,91.43,21.0,4,4.0,Yes,0,2,2,1,3
4245,29,Female,Tsevie,Secondary,13.45,13.64,69.4,5.39,2,1.2,Yes,0,6,2,1,3
4246,23,Male,Notse,Primary,9.43,15.48,81.41,6.84,7,5.4,Yes,1,4,1,1,2
4247,28,Female,Atakpame,Secondary,13.69,1.79,85.36,3.9,0,5.4,No,0,0,2,0,3
4248,31,Female,Lome,Secondary,14.64,7.37,47.25,1.59,1,6.9,No,0,3,2,0,3
4249,27,Male,Tsevie,Secondary,15.06,8.77,49.34,2.38,1,7.7,No,1,6,2,0,1
4250,31,Female,Sokode,Primary,11.52,9.64,83.47,1.45,1,4.1,Yes,0,5,1,1,3
4251,28,Male,Lome,Secondary,10.76,9.81,43.27,5.23,7,9.3,No,1,3,2,0,1
4252,19,Female,Sokode,Secondary,10.12,13.67,60.51,1.87,0,5.1,No,0,5,2,0,3
4253,33,Male,Dapaong,Secondary,9.83,18.1,95.09,5.17,3,6.2,Yes,1,1,2,1,1
4254,19,Male,Sokode,Primary,11.95,32.74,74.46,19.05,5,6.3,No,1,5,1,0,1
4255,20,Female,Lome,Secondary,11.37,23.71,94.63,10.63,4,8.9,Yes,0,3,2,1,0
4256,19,Male,Atakpame,Primary,9.52,28.17,58.56,10.87,2,7.2,No,1,0,1,0,1
4257,32,Female,Lome,Higher,8.57,10.19,78.2,16.71,2,4.2,Yes,0,3,0,1,0
4258,28,Male,Lome,Secondary,11.67,4.96,57.2,0.42,3,7.4,No,1,3,2,0,1
4259,24,Female,Dapaong,Primary,10.7,23.01,46.67,15.82,4,9.0,No,0,1,1,0,0
4260,33,Female,Notse,,8.58,14.84,99.44,2.19,1,8.4,Yes,0,4,3,1,3
4261,23,Male,Kara,Secondary,14.49,22.3,50.57,4.25,2,1.4,No,1,2,2,0,1
