student_id,age,gender,region,parent_education,average_grade,absenteeism_rate,assignments_submitted,moodle_hours,forum_posts,satisfaction_score,dropout
4929,22,Female,Sokode,Primary,10.23,23.02,51.64,18.45,2,2.7,No
4930,29,Female,Sokode,Secondary,11.78,17.06,64.1,2.94,3,7.7,No
4931,32,Male,Kara,Higher,14.35,6.26,48.55,2.3,3,5.7,No
4932,32,Male,Tsevie,Higher,12.0,28.26,48.01,6.31,4,2.4,Yes
4933,19,Male,Sokode,None,12.19,18.48,82.73,32.86,2,2.0,Yes
4934,29,Male,Atakpame,Primary,11.33,2.52,71.83,11.81,1,2.5,Yes
4935,30,Female,Dapaong,Primary,10.5,5.86,76.06,5.52,3,9.3,No
4936,24,Female,Kara,Secondary,14.68,2.36,83.93,0.21,1,6.3,No
4937,28,Female,Tsevie,Primary,14.23,0.0,56.63,8.14,4,7.6,No
4938,24,Female,Dapaong,Higher,18.14,18.89,64.08,4.29,4,2.2,Yes
4939,25,Female,Dapaong,Secondary,13.83,2.62,76.41,2.05,3,4.4,Yes
4940,17,Female,Atakpame,Primary,10.5,7.44,45.8,6.93,3,6.0,No
4941,22,Female,Lome,Secondary,9.29,15.39,89.98,4.18,3,5.6,No
4942,27,Female,Lome,Primary,14.86,13.12,60.61,0.39,3,4.4,Yes
4943,27,Female,Lome,Primary,9.56,7.87,79.53,12.93,5,1.9,Yes
4944,29,Female,Sokode,Primary,14.43,30.19,99.73,13.19,4,7.1,No
4945,27,Male,Lome,Primary,9.72,0.0,68.52,9.65,0,6.4,Yes
4946,34,Male,Tsevie,Secondary,13.05,0.17,52.9,18.38,3,4.8,No
4947,31,Male,Atakpame,Secondary,8.82,19.58,52.99,2.27,3,9.3,Yes
4948,17,Female,Sokode,Primary,14.34,8.74,43.62,3.37,3,7.8,No
4949,23,Male,Tsevie,Higher,8.3,8.35,86.02,6.14,5,4.3,No
4950,29,Female,Lome,Secondary,12.82,4.21,57.61,0.62,4,1.5,Yes
4951,28,Female,Tsevie,None,11.41,18.38,50.36,21.5,4,8.2,No
4952,34,Male,Dapaong,Primary,12.31,17.26,82.82,6.75,3,5.0,No
4953,31,Female,Atakpame,Secondary,10.81,16.19,58.55,3.93,1,5.3,No
4954,24,Male,Atakpame,Higher,10.74,9.17,76.03,6.5,2,6.3,No
4955,26,Female,Tsevie,Secondary,12.46,7.49,65.07,3.93,2,6.9,No
4956,23,Female,Kara,Higher,8.99,13.37,60.05,3.37,7,6.5,Yes
4957,34,Male,Atakpame,Secondary,8.98,24.67,69.37,5.94,3,3.5,Yes
4958,32,Male,Dapaong,Secondary,10.92,30.68,58.83,6.58,2,2.6,Yes
4959,22,Male,Atakpame,Secondary,10.81,26.11,92.23,5.68,4,1.3,Yes
4960,25,Male,Kara,Secondary,8.98,20.06,44.38,7.94,5,1.1,No
4961,29,Male,Atakpame,Primary,14.77,24.82,41.81,15.3,3,9.0,No
4962,24,Male,Notse,Higher,11.0,3.18,64.38,0.59,3,10.0,No
4963,32,Female,Atakpame,None,11.32,7.86,50.37,16.69,4,4.2,No
4964,29,Female,Kara,Secondary,8.02,20.24,84.62,2.59,5,2.9,Yes
4965,29,Female,Notse,Secondary,18.21,13.82,61.21,2.9,4,4.6,Yes
4966,33,Female,Notse,Secondary,19.28,18.38,55.69,9.15,3,1.9,Yes
4967,21,Male,Atakpame,Primary,9.66,24.79,61.56,37.16,1,6.7,Yes
4968,33,Female,Tsevie,Secondary,15.68,23.24,53.17,0.18,3,3.0,Yes
4969,25,Female,Sokode,Secondary,11.72,4.09,57.98,11.18,2,3.9,Yes
4970,18,Male,Notse,Secondary,16.81,15.12,74.08,11.94,0,8.7,No
4971,34,Female,Tsevie,Secondary,13.01,5.79,91.84,8.52,2,6.1,No
4972,25,Male,Atakpame,Secondary,12.3,7.23,62.25,0.1,1,2.2,No
4973,22,Male,Lome,Primary,4.5,0.0,59.24,9.32,5,1.9,Yes
4974,27,Male,Lome,Higher,9.36,16.34,86.91,1.22,3,6.9,Yes
4975,22,Female,Sokode,Higher,12.06,0.0,41.35,0.81,2,2.5,Yes
4976,22,Male,Notse,Primary,12.6,18.94,58.12,11.91,5,2.8,No
4977,29,Female,Atakpame,Primary,8.36,28.58,67.13,12.05,0,6.4,Yes
4978,27,Female,Dapaong,Primary,9.81,20.3,76.04,22.06,4,9.2,No
4979,30,Female,Notse,Secondary,13.66,15.52,49.36,0.03,3,5.9,No
4980,18,Male,Atakpame,Higher,7.85,30.34,65.97,4.76,2,5.2,Yes
4981,24,Male,Lome,Secondary,12.4,18.27,73.98,0.12,3,8.7,No
4982,19,Male,Kara,Higher,15.71,6.37,70.62,4.54,4,3.6,Yes
4983,19,Female,Sokode,Primary,13.16,16.25,74.47,6.77,4,1.3,No
4984,17,Female,Kara,Secondary,13.01,34.6,79.74,7.54,3,6.0,Yes
4985,34,Male,Dapaong,Primary,5.94,4.07,62.76,4.4,3,2.2,Yes
4986,33,Female,Atakpame,Primary,9.53,1.2,43.82,12.92,2,1.5,Yes
4987,29,Male,Dapaong,Secondary,18.16,21.15,43.33,5.37,3,1.9,No
4988,19,Male,Kara,Primary,10.2,12.76,91.52,7.28,3,2.0,Yes
4989,17,Female,Atakpame,Secondary,15.79,9.68,80.65,16.1,5,6.9,No
4990,20,Female,Notse,Secondary,10.17,2.41,85.85,1.92,1,6.2,No
4991,29,Male,Tsevie,Higher,11.17,0.0,95.73,3.87,2,3.9,Yes
4992,33,Female,Tsevie,Primary,13.55,0.44,85.03,7.37,3,3.2,Yes
4993,27,Male,Notse,Secondary,12.3,31.15,81.54,14.59,5,1.0,Yes
4994,18,Male,Dapaong,Higher,13.14,14.91,79.35,5.54,3,2.4,Yes
4995,32,Female,Tsevie,Higher,9.54,0.0,55.51,0.76,1,6.2,Yes
4996,18,Male,Tsevie,Secondary,8.59,26.84,97.44,44.95,4,6.0,Yes
4997,32,Female,Lome,Secondary,9.34,27.35,72.52,12.31,2,7.6,No
4998,25,Male,Tsevie,Secondary,10.4,27.29,53.32,12.83,1,1.3,Yes
4999,17,Female,Lome,Secondary,11.31,10.77,52.59,6.26,2,8.2,No
5000,26,Female,Sokode,Secondary,15.11,12.31,88.92,7.92,1,6.2,No
5001,17,Male,Lome,Secondary,12.26,16.38,55.01,51.24,2,3.5,No
5002,18,Female,Lome,Secondary,13.45,29.01,42.49,9.04,7,4.9,Yes
5003,32,Female,Kara,Secondary,12.42,9.45,65.7,2.47,4,8.2,No
5004,28,Male,Lome,Primary,8.65,7.46,89.04,33.35,3,5.4,Yes
5005,24,Female,Lome,Secondary,12.05,21.96,64.87,7.72,4,7.4,Yes
5006,34,Male,Kara,Primary,12.39,27.09,88.21,0.21,3,4.7,Yes
5007,18,Female,Lome,Primary,14.28,14.47,89.63,8.52,1,5.9,No
5008,29,Male,Tsevie,None,8.79,21.7,91.46,0.73,5,8.5,Yes
5009,22,Male,Notse,Primary,5.88,16.12,75.33,7.5,3,5.5,Yes
5010,22,Male,Lome,Higher,12.53,12.49,81.97,17.45,2,6.1,No
5011,25,Male,Sokode,Secondary,13.06,6.71,55.71,7.74,2,4.8,No
5012,32,Female,Lome,None,11.46,3.46,45.98,4.68,0,2.7,Yes
5013,27,Male,Lome,Secondary,12.08,8.85,71.97,21.42,2,9.8,No
5014,23,Female,Sokode,Primary,14.64,5.24,40.63,26.25,1,1.2,No
5015,26,Male,Notse,Secondary,10.62,17.83,67.94,4.27,6,2.1,No
5016,26,Female,Kara,Secondary,11.16,27.18,46.13,6.91,1,7.4,No
5017,34,Male,Tsevie,Higher,12.24,17.04,46.51,40.7,3,7.7,No
5018,25,Female,Notse,None,8.34,5.79,92.25,1.96,7,2.4,Yes
5019,31,Female,Lome,Secondary,11.54,23.55,78.43,3.54,4,6.7,Yes
5020,20,Male,Tsevie,Higher,11.81,17.97,78.71,5.59,1,9.0,No
5021,24,Male,Dapaong,Higher,16.91,19.95,64.27,1.06,2,8.2,No
5022,25,Male,Tsevie,Primary,11.11,9.81,64.8,3.18,6,1.0,Yes
5023,29,Female,Kara,Secondary,12.6,26.33,58.19,7.87,3,1.4,Yes
5024,25,Female,Kara,None,14.76,26.28,66.06,2.59,4,5.2,Yes
5025,20,Female,Notse,Secondary,9.49,13.16,75.23,11.59,3,4.2,Yes
5026,33,Female,Lome,Primary,16.13,22.18,51.2,4.27,2,1.8,No
5027,32,Male,Sokode,Higher,17.29,26.01,55.7,0.94,1,2.7,Yes
5028,31,Male,Kara,Primary,11.91,10.35,69.69,14.46,3,9.5,No
5029,19,Male,Sokode,Secondary,10.38,14.19,63.09,8.38,2,4.3,Yes
5030,21,Male,Notse,Secondary,16.88,15.8,89.17,17.42,3,3.0,Yes
5031,21,Female,Notse,Higher,14.39,4.02,89.3,4.47,3,2.5,Yes
5032,31,Female,Dapaong,Secondary,12.25,19.42,60.16,0.2,1,6.3,No
5033,34,Male,Sokode,Primary,16.28,25.23,67.05,0.48,3,5.2,No
5034,31,Female,Notse,Primary,15.96,13.56,98.6,15.87,4,4.1,Yes
5035,18,Male,Notse,Primary,10.99,18.4,89.65,5.29,2,4.3,Yes
5036,29,Female,Notse,Secondary,12.75,28.99,52.94,37.46,4,2.8,Yes
5037,20,Female,Atakpame,Secondary,13.73,10.95,56.81,17.74,4,7.7,No
5038,26,Female,Notse,Secondary,12.09,18.6,45.01,0.16,2,7.7,No
5039,29,Female,Notse,None,7.83,9.3,80.67,20.4,4,1.3,Yes
5040,26,Female,Sokode,Secondary,9.19,9.03,59.01,2.39,4,2.9,No
5041,25,Female,Kara,Secondary,7.93,18.42,72.2,6.66,1,1.6,No
5042,24,Male,Sokode,Higher,13.48,17.41,86.09,7.05,2,1.8,Yes
5043,19,Female,Sokode,Secondary,8.45,20.55,90.16,0.62,1,9.6,Yes
5044,32,Male,Atakpame,Primary,12.58,15.76,59.52,1.34,2,5.1,No
5045,30,Male,Atakpame,Primary,17.5,19.65,54.23,5.5,4,2.8,Yes
5046,25,Male,Lome,Primary,16.28,31.66,90.91,10.29,1,9.7,Yes
5047,27,Male,Kara,Secondary,6.49,25.6,62.88,3.07,2,5.3,Yes
5048,19,Male,Notse,Secondary,8.16,18.38,89.32,7.47,4,7.2,Yes
5049,21,Male,Lome,Primary,9.67,20.05,48.99,4.77,1,9.6,Yes
5050,26,Female,Notse,Primary,8.49,12.01,94.71,9.95,0,9.4,No
5051,29,Female,Notse,None,7.04,13.41,68.99,5.52,2,9.7,No
5052,20,Female,Atakpame,Higher,11.97,19.92,50.21,19.08,1,8.6,No
5053,29,Male,Notse,Primary,14.12,15.88,72.1,41.19,6,7.3,No
5054,28,Male,Notse,Primary,14.86,22.93,92.2,24.42,5,2.9,No
5055,21,Male,Sokode,Primary,10.58,27.67,63.36,1.85,2,2.6,No
5056,26,Female,Atakpame,Secondary,11.18,13.98,50.68,6.11,1,4.2,Yes
5057,25,Female,Dapaong,Secondary,13.07,0.0,74.59,6.14,2,9.1,Yes
5058,23,Female,Sokode,Higher,11.67,35.34,90.07,18.36,3,3.2,Yes
5059,18,Male,Lome,Primary,14.43,8.48,47.28,4.42,2,2.9,No
5060,23,Male,Sokode,Secondary,13.29,16.95,42.48,7.98,3,6.2,No
5061,24,Male,Dapaong,Primary,10.87,22.27,43.38,9.4,2,3.1,Yes
5062,23,Female,Atakpame,Higher,6.43,29.09,53.83,1.18,2,6.2,Yes
5063,30,Male,Kara,Primary,16.5,33.06,40.44,8.16,4,6.9,No
5064,21,Male,Notse,None,9.94,11.36,65.72,2.83,2,4.2,No
5065,34,Male,Tsevie,Secondary,13.07,26.9,81.86,2.31,3,5.1,No
5066,28,Male,Kara,Primary,6.25,16.98,82.63,2.88,0,5.2,Yes
5067,33,Female,Kara,None,11.97,42.43,78.2,1.05,4,2.1,Yes
5068,29,Female,Notse,Secondary,12.3,26.0,57.77,0.72,4,2.0,Yes
5069,18,Male,Atakpame,Secondary,12.45,13.23,84.16,10.41,2,2.3,Yes
5070,29,Male,Kara,Secondary,21.04,7.07,74.59,28.3,2,7.8,No
5071,23,Female,Dapaong,Secondary,10.11,0.0,91.67,11.65,2,7.9,No
5072,26,Female,Notse,Secondary,14.46,21.75,68.68,3.74,0,4.9,Yes
5073,22,Male,Atakpame,Secondary,13.57,25.08,50.81,4.08,2,1.2,Yes
5074,19,Female,Kara,Secondary,9.96,22.45,78.08,7.8,1,1.1,Yes
5075,19,Female,Notse,Secondary,14.42,0.0,49.05,20.12,1,9.6,No
5076,34,Male,Tsevie,Primary,11.51,2.42,97.79,2.26,4,3.1,Yes
5077,27,Female,Lome,Primary,14.63,19.81,82.2,6.32,3,2.5,Yes
5078,21,Female,Atakpame,Secondary,17.88,32.86,85.38,6.91,2,1.8,Yes
5079,31,Female,Atakpame,Secondary,12.45,14.44,80.76,26.77,2,7.3,No
5080,32,Female,Sokode,Secondary,11.16,25.92,45.85,7.68,5,7.5,No
5081,25,Male,Notse,Primary,15.15,4.66,67.92,15.18,1,9.6,No
5082,20,Female,Kara,Primary,16.19,17.07,79.08,0.92,2,8.6,No
5083,31,Female,Lome,Primary,9.35,12.25,53.76,3.96,4,1.2,Yes
5084,28,Male,Notse,Primary,10.64,26.88,80.77,9.45,4,8.3,No
5085,19,Female,Tsevie,Secondary,14.03,9.6,89.19,11.32,3,9.7,No
5086,30,Male,Dapaong,Secondary,11.6,31.77,56.5,21.65,2,5.7,No
5087,33,Male,Atakpame,Secondary,9.14,11.92,51.98,8.93,2,2.5,Yes
5088,22,Female,Dapaong,Secondary,13.62,4.3,92.99,3.42,2,3.1,No
5089,20,Female,Dapaong,Higher,14.01,4.64,40.31,7.75,4,8.5,No
5090,23,Female,Dapaong,Higher,11.0,8.78,55.34,12.43,5,9.7,No
5091,33,Female,Sokode,Secondary,12.18,18.71,64.4,15.34,7,9.6,No
5092,32,Female,Notse,Higher,10.27,8.9,80.34,28.93,4,5.5,No
5093,31,Male,Dapaong,Secondary,8.71,6.8,99.82,2.12,4,6.6,Yes
5094,24,Female,Kara,Higher,10.51,23.9,62.25,10.82,3,7.0,No
5095,24,Male,Kara,Higher,12.22,0.0,96.93,2.24,2,4.8,No
5096,34,Female,Lome,Higher,7.57,10.7,62.01,3.83,2,9.4,Yes
5097,32,Male,Lome,Secondary,10.73,1.66,81.73,1.54,3,8.4,No
5098,26,Female,Tsevie,Secondary,12.26,6.31,49.92,14.83,5,2.2,Yes
5099,33,Female,Dapaong,Secondary,15.58,17.44,67.62,24.53,4,2.2,Yes
5100,29,Female,Dapaong,Primary,11.06,12.95,92.28,0.3,2,6.0,No
5101,29,Female,Sokode,Primary,8.26,12.04,59.2,16.79,4,5.8,Yes
5102,23,Female,Notse,Higher,11.37,26.9,46.31,2.77,4,1.2,Yes
5103,26,Male,Dapaong,None,10.3,14.86,71.36,6.67,2,5.1,No
5104,18,Female,Dapaong,Secondary,13.66,33.06,66.37,13.79,3,9.5,Yes
5105,20,Female,Notse,Primary,10.99,22.12,53.77,7.07,3,5.0,No
5106,22,Female,Dapaong,Primary,3.87,5.33,94.34,2.63,3,7.0,Yes
5107,34,Male,Atakpame,Higher,23.07,34.34,76.1,23.66,3,7.3,Yes
5108,22,Female,Atakpame,Higher,12.43,17.78,60.83,9.0,1,1.3,Yes
5109,33,Male,Sokode,Secondary,12.27,33.72,99.77,26.77,3,3.5,No
5110,30,Female,Sokode,Primary,7.38,12.34,48.25,18.75,2,9.4,Yes
5111,27,Male,Kara,Secondary,7.61,17.72,90.88,20.92,5,5.6,No
5112,18,Female,Sokode,Secondary,11.72,19.32,53.84,4.49,3,9.8,No
5113,19,Female,Tsevie,Primary,13.01,13.32,54.37,43.67,2,9.1,Yes
5114,27,Male,Kara,Primary,14.11,27.72,69.89,19.13,3,3.5,No
5115,22,Female,Notse,Secondary,12.71,34.33,79.72,4.12,3,3.4,Yes
5116,30,Male,Dapaong,Primary,8.44,0.0,81.43,22.67,2,4.2,Yes
5117,32,Female,Sokode,Secondary,4.49,23.15,41.33,14.08,4,5.6,Yes
5118,23,Female,Tsevie,Primary,11.7,6.05,57.21,12.91,5,9.1,No
5119,24,Male,Sokode,Secondary,10.4,0.0,79.64,0.06,3,5.5,No
5120,32,Female,Sokode,None,8.21,20.17,93.38,0.23,4,8.1,Yes
5121,23,Male,Kara,Higher,14.48,20.19,80.19,11.87,2,6.2,No
5122,25,Male,Notse,Secondary,7.27,21.8,55.95,3.27,3,3.1,No
5123,29,Female,Notse,None,13.85,18.71,70.47,0.6,1,4.8,Yes
5124,17,Female,Kara,Secondary,7.77,23.75,78.85,3.37,2,4.7,Yes
5125,24,Female,Lome,Higher,12.4,8.97,48.12,18.2,2,9.9,No
5126,20,Male,Kara,Secondary,14.8,17.63,72.69,6.36,4,5.9,No
5127,19,Male,Kara,Secondary,10.99,21.98,68.3,9.56,1,1.7,No
5128,19,Female,Atakpame,Primary,17.07,28.53,60.2,16.12,2,6.2,No
5129,29,Male,Sokode,Secondary,17.75,15.44,77.41,3.91,1,6.1,Yes
5130,24,Male,Kara,Secondary,12.71,12.86,78.17,0.11,3,5.3,No
5131,23,Male,Sokode,Secondary,13.62,14.45,98.29,3.91,3,3.9,No
5132,17,Male,Sokode,Higher,15.18,3.06,65.7,31.39,4,3.2,No
5133,32,Female,Atakpame,Primary,13.63,22.7,71.88,6.58,2,2.9,Yes
5134,22,Female,Sokode,Primary,13.31,0.43,49.45,8.44,5,1.8,Yes
5135,23,Female,Tsevie,Higher,10.43,18.91,72.9,14.29,1,4.4,Yes
5136,28,Male,Kara,Secondary,6.94,15.85,42.17,1.22,5,7.5,No
5137,25,Male,Sokode,None,7.83,0.0,48.99,13.24,5,6.2,Yes
5138,27,Male,Lome,Primary,19.15,0.06,50.27,3.53,3,1.1,Yes
5139,26,Male,Lome,Higher,12.97,6.46,77.96,4.91,3,8.5,No
5140,17,Female,Atakpame,None,11.26,11.56,74.04,3.14,1,4.6,Yes
5141,34,Male,Tsevie,None,15.79,29.8,87.88,1.67,3,7.3,No
5142,20,Male,Notse,Primary,9.75,13.89,67.86,4.49,3,7.9,Yes
5143,21,Female,Notse,Higher,13.75,20.46,68.49,0.99,4,5.3,No
5144,25,Female,Kara,Higher,12.23,27.67,49.69,18.63,3,8.1,No
5145,33,Female,Atakpame,Secondary,13.38,25.73,84.56,3.65,3,6.5,No
5146,19,Male,Lome,Secondary,10.99,14.93,40.22,10.6,3,8.2,No
5147,32,Male,Tsevie,Primary,9.11,7.94,65.49,3.52,3,7.1,Yes
5148,21,Male,Kara,Primary,9.53,19.99,51.3,2.37,1,2.5,Yes
5149,32,Male,Sokode,Higher,9.65,8.14,86.26,12.51,4,3.2,No
5150,19,Male,Kara,Primary,11.99,33.15,80.4,9.78,3,4.8,Yes
5151,31,Male,Dapaong,Secondary,7.33,23.68,82.41,2.46,3,4.4,No
5152,19,Female,Kara,Secondary,8.26,17.09,48.91,9.47,1,3.8,Yes
5153,30,Male,Sokode,Primary,12.41,20.13,80.13,0.05,2,5.2,No
5154,32,Female,Dapaong,Secondary,11.62,16.78,81.45,1.95,4,5.7,No
5155,33,Female,Notse,Secondary,12.57,11.32,40.16,13.01,0,9.2,No
5156,34,Female,Tsevie,Secondary,11.86,19.99,59.06,5.28,5,3.7,Yes
5157,34,Male,Atakpame,Primary,19.56,12.57,45.24,2.28,4,1.5,Yes
5158,30,Male,Tsevie,Primary,12.38,34.37,80.88,7.05,2,3.8,Yes
5159,34,Female,Kara,Secondary,10.86,8.07,52.73,6.26,1,7.4,No
5160,31,Male,Notse,Higher,12.3,20.09,55.88,10.05,4,4.4,Yes
5161,31,Male,Atakpame,Primary,15.06,7.17,44.7,0.75,4,2.7,Yes
5162,22,Female,Kara,Higher,11.85,7.07,69.03,17.11,5,4.5,Yes
5163,31,Male,Lome,Secondary,14.05,0.0,41.98,0.6,2,7.5,No
5164,34,Male,Lome,Higher,13.19,19.11,90.74,6.05,2,1.8,Yes
5165,20,Male,Sokode,None,11.13,9.68,41.58,12.4,4,7.3,No
5166,24,Male,Notse,Primary,12.33,25.83,43.7,4.23,2,2.2,Yes
5167,31,Female,Notse,None,16.8,19.13,78.42,24.09,1,9.8,No
5168,19,Female,Tsevie,Primary,12.73,16.48,95.02,14.07,5,5.0,No
5169,31,Male,Lome,Higher,9.04,0.9,93.53,5.55,5,4.5,Yes
5170,29,Male,Dapaong,Primary,11.04,20.85,45.02,2.03,1,6.3,No
5171,25,Male,Dapaong,Secondary,5.66,8.38,57.31,0.44,3,2.3,Yes
5172,18,Female,Notse,None,12.41,0.67,71.26,16.18,3,4.0,Yes
5173,24,Male,Notse,Secondary,15.94,19.31,41.6,2.16,5,6.1,No
5174,33,Male,Kara,Primary,7.98,2.42,71.72,3.14,3,1.6,Yes
5175,29,Female,Notse,Primary,12.45,0.0,66.87,0.1,6,3.3,No
5176,17,Male,Atakpame,Primary,14.96,27.97,75.3,0.18,1,5.5,No
5177,18,Female,Dapaong,Secondary,15.27,9.39,95.22,2.62,4,7.1,No
5178,31,Male,Kara,Primary,15.84,0.0,56.48,20.63,5,3.8,Yes
5179,28,Female,Atakpame,Primary,6.4,5.37,78.35,15.18,2,6.6,Yes
5180,30,Male,Notse,None,13.51,7.79,65.79,14.69,4,3.3,Yes
5181,18,Male,Notse,Higher,7.48,26.44,66.11,17.55,3,4.9,No
5182,34,Female,Lome,Secondary,9.01,0.0,78.84,2.07,1,4.8,Yes
5183,23,Female,Kara,Secondary,14.46,1.61,97.08,38.66,2,1.3,Yes
5184,22,Female,Atakpame,Secondary,12.47,24.8,91.78,2.64,1,9.5,No
5185,30,Female,Sokode,Primary,14.18,10.5,78.37,1.62,4,7.8,Yes
5186,24,Female,Notse,Secondary,9.21,17.28,67.69,3.49,5,6.3,Yes
5187,18,Male,Tsevie,Primary,16.42,10.09,65.44,7.56,7,3.9,Yes
5188,33,Female,Tsevie,Secondary,14.07,35.21,87.23,1.33,3,8.4,Yes
5189,21,Female,Notse,Secondary,14.67,2.1,53.09,13.42,2,7.3,No
5190,30,Female,Sokode,Secondary,8.76,17.82,75.26,4.64,3,2.3,No
5191,19,Female,Dapaong,Primary,15.51,30.03,70.3,8.4,2,6.1,No
5192,21,Male,Tsevie,None,11.05,11.25,78.96,13.25,2,3.4,Yes
5193,32,Male,Atakpame,Secondary,10.17,7.46,51.25,23.22,3,7.5,No
5194,34,Male,Notse,Secondary,13.88,22.67,81.75,17.11,1,4.8,Yes
5195,33,Male,Notse,None,13.75,25.04,77.62,7.71,3,3.3,Yes
5196,27,Male,Notse,Primary,9.46,7.0,50.81,47.3,1,9.3,Yes
5197,33,Female,Sokode,Higher,18.17,29.62,66.98,7.54,3,9.2,No
5198,32,Male,Dapaong,Secondary,17.44,15.51,80.72,7.68,5,8.4,No
5199,18,Male,Kara,Higher,13.82,20.09,94.1,1.73,3,1.9,Yes
5200,20,Female,Notse,Primary,13.29,29.88,47.33,1.61,3,7.8,No
5201,23,Female,Kara,Secondary,12.99,22.69,40.52,1.85,3,1.7,Yes
5202,18,Male,Atakpame,Primary,7.35,15.0,49.91,8.96,3,1.9,No
5203,22,Male,Atakpame,Secondary,12.34,8.28,99.36,5.36,1,2.5,Yes
5204,33,Female,Atakpame,Primary,12.3,42.09,86.1,4.88,2,7.2,Yes
5205,23,Male,Tsevie,Primary,10.27,7.11,76.86,1.36,4,4.5,Yes
5206,21,Female,Atakpame,None,11.07,18.18,47.98,4.8,1,8.6,Yes
5207,21,Female,Notse,Secondary,4.86,20.1,64.96,4.75,3,7.7,Yes
5208,32,Male,Sokode,Secondary,8.71,20.57,82.91,9.7,3,7.9,Yes
5209,25,Male,Sokode,Secondary,14.77,36.28,93.75,4.92,2,9.4,Yes
5210,21,Male,Dapaong,Higher,17.19,15.48,62.91,5.43,3,6.4,No
5211,24,Female,Sokode,Secondary,9.17,14.05,99.98,3.18,1,8.7,No
5212,25,Female,Tsevie,Secondary,12.55,30.52,48.38,1.41,2,3.3,Yes
5213,21,Male,Kara,Higher,15.3,13.64,63.22,3.57,2,9.3,No
5214,26,Male,Dapaong,Secondary,10.44,23.76,92.52,0.44,2,9.5,No
5215,18,Male,Sokode,Primary,14.03,16.94,78.99,2.28,3,4.5,Yes
5216,25,Female,Atakpame,Higher,11.9,24.21,88.66,3.93,6,4.0,Yes
5217,27,Female,Sokode,None,15.57,22.25,94.47,1.57,4,3.7,Yes
5218,20,Female,Lome,Secondary,8.15,10.97,70.44,10.94,2,5.3,Yes
5219,18,Male,Dapaong,Primary,8.69,0.0,54.08,3.3,3,7.0,Yes
5220,22,Female,Notse,Secondary,12.84,0.0,81.62,9.56,3,5.6,No
5221,30,Female,Notse,Secondary,12.29,0.0,73.81,10.33,1,5.7,No
5222,17,Male,Tsevie,Primary,11.83,14.09,86.36,5.93,2,1.5,Yes
5223,34,Female,Sokode,Secondary,13.73,0.0,70.7,5.96,5,9.1,No
5224,23,Male,Sokode,Secondary,9.21,13.4,88.67,8.71,2,2.6,No
5225,17,Female,Tsevie,Primary,7.89,16.34,94.12,3.04,4,7.5,Yes
5226,17,Male,Kara,Primary,10.5,23.56,84.97,0.21,4,3.7,Yes
5227,17,Male,Atakpame,Primary,10.84,20.04,84.62,10.36,1,5.2,No
5228,20,Female,Atakpame,Higher,11.15,24.02,75.23,9.38,6,1.1,Yes
5229,20,Male,Kara,Secondary,15.81,19.14,68.3,6.47,0,8.3,No
5230,34,Female,Kara,Higher,14.31,11.76,98.36,20.86,2,9.6,No
5231,27,Male,Lome,Primary,13.6,13.94,78.71,7.11,2,2.1,Yes
5232,17,Male,Tsevie,None,12.67,6.48,90.42,3.62,3,2.7,Yes
5233,26,Male,Dapaong,Primary,10.7,17.28,70.32,12.5,2,1.7,No
5234,25,Female,Atakpame,Primary,9.44,0.0,73.29,32.81,1,1.7,Yes
5235,20,Male,Kara,Secondary,8.41,25.66,79.77,13.35,2,5.9,Yes
5236,22,Male,Kara,Higher,9.92,5.43,83.71,23.95,4,2.5,Yes
5237,32,Female,Tsevie,Primary,11.87,16.54,66.9,1.2,1,3.0,Yes
5238,18,Male,Notse,Higher,8.54,18.21,61.38,1.29,1,5.1,No
5239,34,Male,Dapaong,None,12.51,26.63,54.37,1.68,1,5.3,No
5240,26,Male,Kara,Higher,11.42,0.0,65.42,12.14,4,3.6,Yes
5241,33,Male,Notse,Primary,10.81,11.75,52.67,4.94,1,9.8,No
5242,29,Female,Lome,Higher,15.48,20.5,65.01,6.5,3,2.0,Yes
5243,34,Male,Dapaong,None,4.62,32.51,92.48,3.04,6,2.7,Yes
5244,29,Male,Notse,Higher,10.85,14.61,98.62,13.32,2,4.9,Yes
5245,33,Female,Lome,Primary,4.94,9.06,74.63,18.67,4,3.6,Yes
5246,21,Male,Sokode,Primary,12.72,35.27,48.76,1.75,3,8.5,Yes
5247,27,Male,Atakpame,Secondary,14.29,23.03,65.65,2.14,3,2.6,Yes
5248,23,Female,Kara,Primary,7.95,28.74,76.12,4.15,3,7.4,Yes
5249,26,Female,Notse,Secondary,8.33,2.9,62.25,3.29,1,2.1,Yes
5250,33,Female,Dapaong,Higher,6.91,20.21,52.31,7.58,3,3.4,No
5251,31,Female,Lome,Secondary,12.19,4.17,53.61,13.97,1,7.7,No
5252,34,Male,Atakpame,Secondary,10.98,1.95,68.44,15.76,5,1.8,No
5253,18,Female,Atakpame,None,11.16,20.82,52.99,2.34,2,9.2,No
5254,20,Male,Kara,Secondary,10.9,21.52,54.97,1.93,3,3.9,No
5255,19,Female,Notse,Secondary,9.08,10.18,92.39,4.52,4,4.0,Yes
5256,23,Male,Atakpame,Higher,15.4,29.32,86.74,1.6,2,3.1,No
5257,34,Female,Kara,Primary,12.82,11.31,43.32,0.96,8,8.8,No
5258,26,Female,Notse,Secondary,8.45,12.3,59.21,2.78,1,6.8,No
